"AQI_NO2","NO2.GT.","RH","CO.GT.","T","C6H6.GT.","NOx.GT."
102.526436124607,210,37.5,6,11.5,28.5,796
102.134324092598,182,42.3,4.3,10.4,21.2,605
101.896256073164,165,44,3.4,9.9,16,472
101.686196056016,150,48.3,2.8,8.7,13,411
101.434124035439,132,49.9,2.1,8.1,7,264
101.26607602172,120,52.8,1.7,7.3,6.4,217
101.252072020577,119,52.2,1.8,8,5.8,211
101.126036010289,110,56.4,1.6,6.8,5.6,179
93.6086956521739,94,57.4,1.4,6.7,4.5,135
101.224064018291,117,66.5,1.3,5.5,6.6,284
101.280080022864,121,65.8,1.6,5.9,9.2,357
101.518148042298,138,63.9,2.4,6.4,12.2,469
102.022292083452,174,62.2,4.5,7.2,22.6,766
102.092312089168,179,60,5.7,7.9,29,875
102.036296084596,175,58.5,4.3,8.3,19.4,800
102.148328093741,183,54.5,4.2,9.3,20.5,815
102.2323521006,189,53.1,4.5,10.2,22.5,841
102.358388110889,198,51.4,5,11.1,24,827
101.574164046871,142,46.9,2.9,12.8,13.9,402
101.532152043441,139,48,3,13.1,16.8,415
98.9347826086957,99,51.5,3.3,13.5,20.2,435
101.476136038868,135,51.2,1.4,13.4,16.4,570
102.708488139468,223,55.3,2.3,12.1,18,530
102.302372106316,194,56.5,1.6,12,20.3,617
103.002572163475,244,64.4,4.9,10.4,38.1,983
102.988568162332,243,69.1,6.4,9.4,35.7,1200
102.806516147471,230,71,3.5,8.9,21.8,1028
102.484424121177,207,73.8,1.7,8.1,18.2,797
102.708488139468,223,76.8,2.6,7.3,20.1,977
102.610460131466,216,76.7,1.6,7.3,14.4,811
102.358388110889,198,77.3,1.5,7.1,15.1,757
101.35010002858,126,77.8,0.5,7,11.5,388
101.602172049157,144,80.5,0.9,5.7,13.7,497
102.148328093741,183,81.4,0.4,5.2,11.6,582
102.288368105173,193,80.4,0.5,5.6,13.2,574
102.330380108602,196,78.8,0.8,6.3,15.6,588
102.498428122321,208,76.9,1.4,6.9,16.9,645
102.624464132609,217,67.7,1.6,9.2,18.5,643
103.030580165762,246,59.8,1.5,11.6,16.6,628
102.442412117748,204,52,1,14,15,547
102.27436410403,192,50.2,1,15,15,461
102.190340097171,186,49.9,1.3,14.9,16.9,455
101.448128036582,133,33.8,0.1,15.8,7,244
101.65818805373,148,27.2,0.1,13.4,8.6,310
101.92426407545,167,28.7,0.4,12.2,12.2,391
102.036296084596,175,25.7,0.7,11.3,12.6,444
102.722492140612,224,31.9,2.7,9.7,21.1,794
102.596456130323,215,36.5,2.1,8.4,16.9,716
102.330380108602,196,36.8,1.3,8.2,15.1,565
102.316376107459,195,36,0.8,8,10.1,451
101.490140040011,136,80.4,0.1,4,7.6,248
37.7358490566038,40,51.3,0.3,6.6,0.6,43
64.8478260869565,67,47.2,0.5,7,1.2,86
101.04201200343,104,47.9,0.6,6.6,2.9,152
101.952272077736,169,49.8,1.8,7.2,11.1,341
102.428408116605,203,52.8,2,6.9,9.7,355
102.148328093741,183,46.7,1.4,8.7,5.7,327
101.700200057159,151,40.6,0.6,10,5.4,240
101.518148042298,138,35.4,0.5,11.8,5.1,217
101.364104029723,127,37.2,0.7,10.7,5.8,191
101.65818805373,148,33.1,1.1,10.7,8,256
101.994284081166,172,34.2,1.3,10.6,7.1,287
101.868248070877,163,38.1,1,8.9,7.6,278
102.106316090312,180,39.7,1.5,7.8,10.4,302
101.952272077736,169,42.2,1.5,7.3,8.9,259
101.714204058302,152,42.5,1.2,6.9,7.3,221
101.084024006859,107,43.2,0.3,6.6,3.6,142
101.196056016005,115,45.9,0.2,4.3,2.9,180
101.784224064018,157,50.1,0.7,4.2,5.4,243
101.644184052586,147,62.7,0.5,3.4,5.1,236
102.218348099457,188,51.4,0.4,5,3.8,297
101.35010002858,126,44.1,0.3,5.7,3.9,235
101.182052014861,114,44.5,0.3,5.2,3.6,186
101.30808802515,123,48.6,0.4,4.7,4.2,196
101.084024006859,107,51,0.2,4.5,3.6,167
101.280080022864,121,50.1,0.4,5.1,3.6,211
101.238068019434,118,50.4,0.4,5,3.9,194
101.462132037725,134,56.4,0.7,4.3,4.9,206
101.574164046871,142,56.7,1,4.3,5.8,211
101.448128036582,133,57,1.1,4.3,6.1,197
101.070020005716,106,60.3,0.3,3.5,2.8,139
86.1521739130435,87,52.5,0.1,4.1,2.4,113
101.490140040011,136,50.2,0.3,3.3,3.3,227
101.868248070877,163,47.5,0.6,3.5,4.4,250
101.588168048014,143,49.4,0.3,4.3,2.8,219
101.462132037725,134,48.4,0.1,4.5,3.2,211
101.406116033152,130,50,0.1,4.3,2.7,189
101.294084024007,122,49.7,0.2,4.3,3.5,180
101.392112032009,129,45.3,0.5,4.9,4.8,197
101.434124035439,132,42.4,0.3,5.6,3.4,198
101.448128036582,133,43.1,0.3,5.7,4.2,203
101.35010002858,126,49.7,0.3,4.8,4.2,188
102.064304086882,177,43,1,5.1,8.5,294
102.176336096027,185,44.4,1.4,5.3,9.2,302
101.952272077736,169,47.9,1.4,4.9,7.6,261
101.700200057159,151,50.8,1.1,4.7,6.2,232
101.182052014861,114,54.8,0.4,4.6,2.9,154
89.3478260869565,90,56.8,0.2,4,2.5,120
86.1521739130435,87,46.8,0.2,4.2,2.6,117
81.8913043478261,83,42,0.2,4.5,2.2,108
72.304347826087,74,42.1,0.2,4.1,2.5,97
24.5283018867925,26,45.9,0.4,4.1,0.3,27
58.4565217391304,61,42.5,0.5,4.3,0.7,81
90.4130434782609,91,38.1,0.7,4.6,1.4,129
102.162332094884,184,39.4,1.9,4.6,6.6,336
102.442412117748,204,41.9,2.4,4.8,8.4,335
102.176336096027,185,40.2,2,5.9,5.5,318
101.336096027436,125,38.4,1.3,7,3.5,201
101.04201200343,104,40.2,1,6.6,3,166
101.196056016005,115,41.2,1.2,6.6,4.1,192
101.35010002858,126,36.8,1.5,7.3,4.7,198
101.336096027436,125,35,1.3,7.3,4.5,198
101.532152043441,139,33.5,1.5,7,4.7,223
101.574164046871,142,32.4,1.5,6.5,5.1,224
101.96627607888,170,33.9,2.1,5.7,7.7,266
102.316376107459,195,36.1,2.6,5,10.3,326
102.414404115462,202,38.3,3,4.7,11.5,343
101.938268076593,168,39.9,2,4.5,6,243
101.378108030866,128,41.1,1.4,4.3,3.6,177
101.196056016005,115,43.1,1.3,4,4.3,155
101.140040011432,111,46,1.2,3.7,3.4,143
96.804347826087,97,47.4,1.1,3.3,2.4,124
75.5,77,49.1,0.9,3,2,94
48.1132075471698,51,48,0.6,3.6,1.2,56
46.2264150943396,49,47.8,0.5,4,0.9,58
77.6304347826087,79,48.1,0.6,4.1,1.6,105
91.4782608695652,92,47.4,0.7,4.1,1.7,122
101.92426407545,167,48.7,1.6,4.2,6.2,274
102.470420120034,206,49.8,2.2,4.1,8.2,342
102.162332094884,184,48.4,1.8,4.3,6.4,296
102.050300085739,176,49.7,1.5,4.6,5.9,279
102.260360102887,191,49.6,1.8,4.5,5.7,325
101.644184052586,147,48.4,1.4,4.4,5.3,222
102.022292083452,174,47.2,2.1,4.7,7.3,279
101.92426407545,167,49.5,1.6,4.2,5.1,248
101.518148042298,138,50.7,1.3,3.4,3.9,193
57.3913043478261,60,49.7,0.7,1.9,0.8,70
32.0754716981132,34,53.8,0.5,1.4,0.5,37
29.2452830188679,31,54.7,0.5,1,0.5,33
34.9056603773585,37,52.3,0.4,1.4,0.6,43
55.2608695652174,58,51,0.5,1.6,0.9,73
91.4782608695652,92,53.1,0.8,1.4,2,125
101.126036010289,110,54.1,1.1,1.7,2.8,154
101,101,51,1.1,2.5,2.8,140
95.7391304347826,96,48.7,1.1,2.9,3,150
101.014004001143,102,45.8,1.1,3.6,2.4,139
95.7391304347826,96,48.1,1.1,3.1,2.5,135
101.014004001143,102,46.6,1.2,3.4,3,152
87.2173913043478,88,45.8,1,3.7,2.2,121
86.1521739130435,87,43.7,1.2,4.4,2.6,122
101.196056016005,115,44.9,1.3,4,3.4,167
101.238068019434,118,46.8,1.4,3.3,3,165
101.462132037725,134,48.1,1.3,3.1,3.1,190
101.336096027436,125,49,1.4,2.8,3.4,176
101.546156044584,140,47.4,1.5,3.1,2.9,196
81.8913043478261,83,49,1,2.9,1.7,103
71.2391304347826,73,49.1,1,2.8,1.6,91
91.4782608695652,92,49.7,1.1,2.9,2.3,119
101.112032009145,109,46.5,1.3,3.8,2.2,147
80.8260869565217,82,46.9,1,3.2,1.7,101
47.1698113207547,50,44.4,0.6,3.1,0.6,55
41.5094339622642,44,43.4,0.5,3,0.6,51
46.2264150943396,49,43.8,0.4,2.8,0.4,53
59.5217391304348,62,43.2,0.5,2.7,0.7,74
84.0217391304348,85,42.3,0.7,3.3,1.2,113
80.8260869565217,82,39,0.8,4.6,1.4,107
75.5,77,37.5,0.8,5.6,2,101
91.4782608695652,92,34.2,1,7.2,2,129
94.6739130434783,95,35.6,0.9,6.9,1.6,126
94.6739130434783,95,30.1,0.9,8.2,1.6,132
74.4347826086957,76,27.9,0.9,7.6,1.8,101
94.6739130434783,95,25.9,1,7.9,1.8,128
101.238068019434,118,28.3,1,7.8,2.6,170
101.30808802515,123,28.8,1.1,6.3,2,174
101.546156044584,140,30.1,1.2,5.4,2.8,215
101.868248070877,163,31.1,1.6,5,3.9,248
101.882252072021,164,33.8,1.7,4.6,4.1,247
101.26607602172,120,36.6,1.1,4.3,2.4,154
101.406116033152,130,39,1.3,4,3.5,186
101.6161760503,145,42.8,1.7,2.9,4.6,231
101.35010002858,126,38.9,1.5,3.4,3,174
58.4565217391304,61,36.4,0.8,4,1,68
34.9056603773585,37,37.7,0.4,3.7,0.4,39
34.9056603773585,37,38.9,0.4,3.4,0.3,39
47.1698113207547,50,37.5,0.4,3.7,0.6,54
101.112032009145,109,35.2,0.7,3.7,1.4,158
102.358388110889,198,33.9,1.8,3.7,7.1,350
103.548728208059,283,34.4,3.5,6.6,15.1,584
103.170620177193,256,22.4,2.8,10,12.5,478
103.240640182909,261,18.6,3.1,11.9,12.8,563
102.120320091455,181,17.2,2.5,12.5,11.9,414
102.302372106316,194,17.3,2.7,13.2,11.7,398
102.58245212918,214,18.7,2.9,13.5,14.7,451
102.442412117748,204,18.2,3.2,14.1,15.7,503
102.778508145184,228,20.3,4.1,13,21.1,640
103.366676193198,270,24.7,6.1,10.4,27.4,843
103.576736210346,285,29.8,6.8,8.6,30.8,954
103.534724206916,282,36.8,6.8,7.3,29.2,984
102.876536153187,235,39.4,3.7,6.3,15,586
102.498428122321,208,43.5,2.1,5.4,7.1,360
101.840240068591,161,45.6,1.4,5.1,5.4,231
101.630180051443,146,49.4,1.3,4.2,4.8,200
101.30808802515,123,50.1,1.1,4.1,3.8,153
101.112032009145,109,51.5,1,4.1,3.5,135
101.196056016005,115,64.8,0.8,2.5,3.6,196
101.182052014861,114,68.9,0.9,1.8,3.8,208
101.294084024007,122,64.9,1.1,2,4.2,241
101.672192054873,149,65.3,1.6,2.2,7.7,417
102.204344098314,187,64,3.7,3.1,20,896
102.358388110889,198,61.7,4.8,3.7,22.1,966
102.330380108602,196,58.8,4.1,4.4,17.2,878
102.638468133752,218,54.1,4.5,5.8,21.4,985
102.764504144041,227,50.8,4.5,7.3,19.8,1017
102.120320091455,181,47.2,3.7,9.5,18.8,683
102.092312089168,179,44.4,4.2,11.8,18.8,660
101.700200057159,151,45.5,3.3,12.7,16.7,492
101.854244069734,162,44.8,3.2,13.5,14.4,497
101.896256073164,165,48.9,3.6,12.3,16.3,562
102.008288082309,173,40.3,3.5,10.8,14.4,539
102.218348099457,188,36.7,4.1,9.4,17,502
102.190340097171,186,39.5,4,8.3,14.8,452
101.994284081166,172,41.3,3.3,7.8,9.8,357
101.686196056016,150,43.8,3,7.3,6.1,289
101.504144041155,137,47.6,2.6,6.7,5.4,221
101.448128036582,133,51.2,2.6,6.6,4.7,204
101.294084024007,122,52.6,2.6,6.4,5.1,183
101.406116033152,130,57.8,2.9,5.3,6.9,222
101.280080022864,121,66.8,2.5,3.3,4.8,210
101.196056016005,115,62.9,2,3.7,3.6,185
101.336096027436,125,67.5,2.2,2.6,4.5,257
101.490140040011,136,60.9,2.4,3.5,5.2,297
102.022292083452,174,63.4,4,2.7,15.1,573
102.722492140612,224,64.2,6.7,2.8,27.3,883
102.806516147471,230,53.1,5.6,5.8,19.6,824
102.456416118891,205,40.1,4.3,9.7,14.8,693
102.442412117748,204,30,4,12.7,14.5,714
101.532152043441,139,20.7,2.6,13.7,10.1,388
101.448128036582,133,19.9,2.2,13.7,10.1,337
101.364104029723,127,18.1,1.9,14.1,8.3,326
101.322092026293,124,18,1.8,14.5,9,329
101.798228065161,158,20.4,3.1,13.2,13.4,465
101.980280080023,171,25.1,4.8,10.5,19.5,612
102.288368105173,193,31.4,5.8,8.9,27.8,759
102.316376107459,195,36.2,5.9,8.2,31.4,771
102.554444126893,212,39.6,4.1,6.7,15.6,655
102.288368105173,193,42,1.8,5.8,7,332
101.92426407545,167,45.9,1.7,4.9,7.8,287
101.770220062875,156,47.9,1.7,4.5,5.6,242
101.728208059446,153,51.6,1.5,3.9,6,242
101.378108030866,128,54.7,1.1,3.4,3.9,192
101.056016004573,105,63.7,0.3,1.2,2.9,142
101.406116033152,130,60.3,0.4,2.1,2.8,194
101.462132037725,134,63.1,0.6,1.3,4.2,216
103.436696198914,275,64.8,3,1.3,16.7,728
103.912832237782,309,62.2,5.6,2.1,29.1,975
104.094884252644,322,50.8,4.9,5.1,20.7,947
104.248928265219,333,39.7,3.5,8.5,15.5,790
102.876536153187,235,33,2.2,11.5,10.3,551
102.960560160046,241,34.3,2.7,12.2,13.8,565
102.58245212918,214,35,2.7,13.5,12.7,532
102.022292083452,174,34.9,2.1,14.9,11.4,459
101.784224064018,157,34.5,2,15.7,10.2,407
101.96627607888,170,37.2,2.4,14.7,14.3,434
102.554444126893,212,44.8,6.7,12.2,32.4,980
103.072592169191,249,52.4,6.4,10.3,29,966
102.820520148614,231,55.5,3.9,9.3,17.6,646
102.610460131466,216,57.6,2.7,8.3,12.6,471
102.624464132609,217,65.1,3,6.3,15.5,528
102.428408116605,203,63.1,2.1,6.5,9.1,378
101.840240068591,161,62.7,1.2,6,6.4,235
101.644184052586,147,65.4,1.2,5.1,5.1,217
101.140040011432,111,64.6,0.7,4.7,3.3,141
101.196056016005,115,63.5,0.8,5,3.1,158
78.695652173913,80,65.5,0.4,3.9,2.2,87
101.294084024007,122,74.5,0.7,1.8,3.9,194
102.190340097171,186,73.7,1.4,1.8,6.9,401
103.870820234353,306,70.9,4,2.3,19.7,887
103.800800228637,301,61.1,3.9,4.4,20.1,654
103.422692197771,274,49.8,3.1,7.7,16.3,566
103.044584166905,247,36.9,3.2,12.1,14.3,649
101.952272077736,169,28.5,1.5,15,7,309
101.518148042298,138,28.3,1.2,14.5,6.3,229
101.672192054873,149,31.8,1.9,12.9,8.6,312
101.896256073164,165,32.3,1.5,12.1,6.6,276
101.770220062875,156,33.5,1.4,11.3,6.1,236
102.162332094884,184,32.6,1.9,11.4,8.8,312
102.344384109746,197,37.8,2.2,9.1,9.4,345
102.442412117748,204,41,3,8.1,11.8,386
102.484424121177,207,41.9,2.6,7.7,11.3,356
102.498428122321,208,43.9,2.8,7.1,9.7,467
102.022292083452,174,45.8,1.6,6.3,5.8,287
101.784224064018,157,46.1,1.3,6,5.3,239
101.910260074307,166,49,1.6,5.5,5.3,266
101.92426407545,167,52,1.5,4.9,5.1,261
101.742212060589,154,54.7,1.3,4.1,4.8,223
101.882252072021,164,66.2,2,1.5,7,272
101.672192054873,149,67.7,1.3,1,4.4,226
101.686196056016,150,69.9,0.9,0.8,5.6,250
102.456416118891,205,67.2,1.4,1.3,7.3,402
103.548728208059,283,63.6,3.1,2,12.7,708
103.926836238925,310,52.7,4.1,4.1,11.3,759
102.386396113175,200,39.2,1.3,7.5,4.9,302
101.644184052586,147,34.5,0.9,9,3.8,210
101.378108030866,128,34.5,1,9.2,3.4,180
101.280080022864,121,33.8,1,9.3,4.2,165
101.392112032009,129,33.1,1.1,9.3,3.7,180
101.126036010289,110,30.8,0.8,9.7,3.3,147
101.35010002858,126,31.1,1,9.6,3.4,177
101.280080022864,121,32.8,0.9,8.6,3.1,157
101.574164046871,142,35,0.9,7.2,4.3,195
102.022292083452,174,36.8,1.6,6.4,6.2,263
101.938268076593,168,40.2,1.4,6,5.2,239
102.106316090312,180,42.6,1.4,5.5,5.8,267
101.784224064018,157,43.7,1.1,4.9,3.5,214
101.854244069734,162,43.2,1.2,4.2,4.9,236
102.008288082309,173,39.2,1.8,4,4.7,251
102.050300085739,176,40.1,1.4,3.7,4.9,255
101.994284081166,172,47.1,1.4,3.1,5,235
87.2173913043478,88,51.9,0.8,1.2,1.8,95
84.0217391304348,85,52.2,0.7,1,1.3,95
87.2173913043478,88,53.3,0.7,0.6,1.5,100
93.6086956521739,94,52.8,0.6,0.8,1.3,110
101.196056016005,115,53.7,0.8,0.3,2,149
101.504144041155,137,42.9,1.3,4.1,4.3,197
102.554444126893,212,33.3,2,8,6.7,351
102.008288082309,173,25.2,1.7,10.7,4.6,249
101.476136038868,135,23.5,1.2,11.1,3.5,188
100,100,26,1,10.6,2.1,127
76.5652173913043,78,27.7,0.8,10.3,1.9,96
100,100,28.3,1,10.2,2.7,138
101.686196056016,150,29.9,1.4,9.2,3.7,217
101.574164046871,142,36.4,1.1,6.9,2.9,186
101.896256073164,165,38,1.6,6,4.5,227
102.092312089168,179,36.4,1.8,5.8,5.3,252
101.672192054873,149,35.4,1.4,5.8,3.7,193
101.35010002858,126,36.6,1.1,5.4,2.6,158
101.26607602172,120,37.9,1,5.1,2.4,150
101.126036010289,110,38,1.1,4.8,2.4,130
91.4782608695652,92,38.1,1,4.5,2,104
76.5652173913043,78,38.1,0.8,4.3,1.5,86
62.7173913043478,65,41,0.6,3.8,0.8,67
71.2391304347826,73,44.6,0.6,3.3,1,75
84.0217391304348,85,44.5,0.6,3.6,1.3,97
101.448128036582,133,47,0.8,3.4,2.4,177
103.030580165762,246,49.5,2.3,2.9,8.7,433
103.520720205773,281,40.5,2.8,5.6,10.5,471
102.694484138325,222,33.8,2.1,7.5,7.9,346
102.134324092598,182,25.2,1.7,10.8,6.5,262
101.742212060589,154,20.6,1.4,12.9,5.7,221
101.938268076593,168,21.4,1.6,12.2,6.2,265
101.672192054873,149,21.9,1.4,12,5.4,219
101.770220062875,156,24,1.3,12.2,4.9,235
101.770220062875,156,24.3,1.4,12,5,227
102.204344098314,187,27.8,1.7,10.5,6.9,285
102.302372106316,194,33.9,1.9,8.7,7.5,291
102.442412117748,204,37.6,2.3,7.8,8.2,295
102.022292083452,174,39.4,2,7.2,7.7,243
101.742212060589,154,39.6,1.6,7.1,4.5,209
101.224064018291,117,39.6,1,7.1,2.7,147
97.8695652173913,98,39.3,0.9,7.2,2.3,117
89.3478260869565,90,39.6,0.9,6.9,2.1,105
72.304347826087,74,39.8,0.9,7,1.4,84
46.2264150943396,49,40.5,0.5,7.1,0.8,51
51,54,42.9,0.5,6,1,54
66.9782608695652,69,42.7,0.6,6.4,1.3,74
91.4782608695652,92,43.6,0.6,6.1,1.6,114
101.630180051443,146,45.1,1,5.9,3,228
102.722492140612,224,46.4,2.1,6,10,455
103.128608173764,253,43.7,2.9,6.6,15.1,493
102.736496141755,225,36.3,2.2,8.7,8.6,410
102.106316090312,180,33.4,1.6,10.5,6.9,277
102.302372106316,194,27.8,1.8,11.4,7.6,340
101.798228065161,158,27.4,1.5,12.7,6.9,238
102.162332094884,184,23.3,2.2,13.3,8.5,323
101.896256073164,165,20.7,1.6,13.9,5.3,286
101.770220062875,156,20,1.5,13.6,4.4,271
102.484424121177,207,50.9,4,8.5,16.8,490
102.568448128037,213,53.3,4,8.3,13,550
102.27436410403,192,58.1,3.6,7.1,12.6,422
102.54044012575,211,64.3,4.2,5.8,14.2,541
102.792512146328,229,66.8,4.3,5.3,12.9,599
102.610460131466,216,66.6,3.6,5,9.7,490
101.490140040011,136,69,1.4,4.1,6.6,214
101.770220062875,156,67.6,1.4,4.6,7.3,274
102.050300085739,176,65.5,1.6,5.2,8.8,338
102.722492140612,224,62.8,2.3,6,11.9,496
102.484424121177,207,59.3,2.4,7.1,12,433
102.680480137182,221,58,2.7,7.8,11.9,496
102.792512146328,229,54.7,3.4,9,16.2,615
102.498428122321,208,53.1,3.1,10,17.6,551
102.484424121177,207,52,3.6,10.8,17.6,575
102.610460131466,216,51.4,3.8,11,17.5,575
102.722492140612,224,51.4,3.3,11,15.7,574
102.736496141755,225,52,3.4,10.9,16.7,582
102.764504144041,227,52,3.7,11.1,17.1,658
103.058588168048,248,53.6,4.6,11,23,851
103.100600171478,251,55.1,5,11,24.6,903
103.296656187482,265,55.4,5.7,11.4,26.8,952
103.254644184053,262,56.9,5.2,11.1,23.2,894
102.960560160046,241,60,5,10.2,22,839
102.820520148614,231,59.9,4.5,10.1,20.4,743
102.792512146328,229,63.2,4.1,9.9,18,671
102.680480137182,221,73.4,4.1,9.4,18.5,689
102.106316090312,180,77.7,3.1,9.4,13.3,478
101.546156044584,140,81.3,2.8,8.9,12.5,345
101.728208059446,153,82.9,2.9,8.5,11.5,373
101.686196056016,150,84,2.6,8.3,10.9,324
101.6161760503,145,85,2.6,8.1,10.7,341
101.672192054873,149,83.7,2.8,8.7,11.9,424
101.756216061732,155,82.4,3.3,9.5,13.4,522
101.798228065161,158,78.2,3.2,11,13,492
102.218348099457,188,67.9,3.3,14.1,11.2,492
101.742212060589,154,56.6,1.5,16.3,5.5,204
101.084024006859,107,48,1.2,18.7,4.9,142
91.4782608695652,92,39.3,1.1,19.5,6.5,118
101.070020005716,106,34.1,1.7,19.9,8.4,126
89.3478260869565,90,32.4,1,19.4,4.4,115
100,100,35.8,1,17.1,4.3,137
101.434124035439,132,40.7,2.6,15.5,11.6,212
102.54044012575,211,42.8,2.5,14.8,9,354
102.092312089168,179,43.8,2.1,13.9,7.8,331
101.210060017148,116,42.9,1,13.7,3.7,141
101.588168048014,143,47.8,1.3,12.5,5.3,228
101.574164046871,142,53.4,1.5,11.8,5.6,228
101.476136038868,135,55.9,1.4,10.9,5.3,203
101.490140040011,136,58.9,1.6,10.1,6,215
101.112032009145,109,61.2,1.1,9.8,4,142
59.5217391304348,62,67.2,0.5,8.3,1.8,66
46.2264150943396,49,68.9,0.4,7.7,1.5,54
79.7608695652174,81,70,0.7,6.9,2.9,121
101.04201200343,104,37.3,0.7,9,2.2,141
102.050300085739,176,44.9,2.3,9.4,11.4,388
102.288368105173,193,45.4,2.5,10.3,9.5,366
101.938268076593,168,39.6,1.7,11.5,11.6,254
101.30808802515,123,36.9,2.5,11.7,33.9,164
101.140040011432,111,36.2,2.1,11.8,7.6,142
101.26607602172,120,38.7,1.1,12,7,162
101.30808802515,123,30.3,1.3,13.7,6.9,177
101.196056016005,115,30.6,1.1,12.6,5.8,157
101.26607602172,120,27.4,1.1,13,5.2,162
101.546156044584,140,22.7,1.4,13.6,6.4,209
102.176336096027,185,23,2.3,11.8,11.9,304
102.554444126893,212,19.9,4.2,10.7,17.4,484
102.386396113175,200,18,3.5,10.4,14.7,399
102.260360102887,191,20.6,3,9.7,10,390
101.952272077736,169,24.8,1.7,9.4,6.6,287
101.532152043441,139,31.2,1.6,8.8,6.6,202
101.014004001143,102,31.2,1,8.7,3.1,126
74.4347826086957,76,30.4,0.8,8.5,2.2,87
53.1304347826087,56,32.9,0.6,8,1.3,59
26.4150943396226,28,39.8,0.3,6.9,0.5,28
53.1304347826087,56,40.8,0.4,6.1,1.3,64
93.6086956521739,94,41.5,0.5,6,2.5,123
102.330380108602,196,39.9,1.5,6.1,6.7,363
102.666476136039,220,39.5,2.1,6.5,8,416
101.938268076593,168,32.7,1.6,9.4,5.3,286
101.448128036582,133,24.9,1,11.3,3.3,198
101.462132037725,134,19.8,1.2,12.8,4.4,216
101.518148042298,138,19.3,1.3,12.3,5.5,211
101.476136038868,135,19.3,1.4,12,4.8,199
101.140040011432,111,19.2,1,11.9,3.5,161
101.322092026293,124,20.7,1.4,12.1,4.9,218
101.798228065161,158,22.1,1.5,11.5,6.6,252
102.120320091455,181,23.1,2.4,10.4,12.3,337
102.176336096027,185,25.2,2.8,9.5,14.1,357
102.204344098314,187,26.9,3.1,8.9,14.2,410
102.330380108602,196,30.1,3.1,8.2,11.6,445
102.022292083452,174,31.8,2,7.4,8.2,314
102.134324092598,182,37.5,2.1,6.6,9.2,366
102.134324092598,182,40.1,1.9,6.3,8.3,336
102.288368105173,193,44.2,2.5,5.2,10.7,387
102.022292083452,174,47.5,2,4.4,8,320
101.574164046871,142,52.2,1.1,3.3,4.5,237
101.504144041155,137,52.4,0.8,3.2,3.8,224
101.546156044584,140,51.7,0.9,3.6,5.1,237
102.400400114318,201,54.2,1.6,3.5,8.8,454
103.618748213775,288,48.3,3.6,5.2,16.1,854
103.226636181766,260,37.6,3.3,7.8,13.4,758
102.470420120034,206,33.8,2.1,8.9,9,428
97.8695652173913,98,33,1.3,9.1,5,205
101.518148042298,138,34.5,1.1,9.1,4.3,205
101.532152043441,139,31.3,1.5,9.6,6.3,226
101.504144041155,137,36.3,1.5,8.5,6,199
101.756216061732,155,34.6,1.6,9.3,5.7,253
101.756216061732,155,37.9,1.5,8.9,5.6,259
101.65818805373,148,41.8,1.6,8.2,7,252
101.728208059446,153,44.5,2.2,7.4,9.5,313
101.980280080023,171,43.4,3.4,7,15.9,433
102.764504144041,227,43.4,5.6,6.6,24.7,611
103.100600171478,251,44.3,5.2,5.9,16.8,626
102.610460131466,216,46.6,2.8,5,10.7,408
102.386396113175,200,40.3,2.4,5.8,8.3,357
102.27436410403,192,43.8,2.7,5.4,11,375
102.204344098314,187,42.1,2.6,5.7,7.4,326
102.008288082309,173,42.1,2.3,5.7,7.9,326
61.6521739130435,64,46.6,0.6,5.7,1.7,72
43.3962264150943,46,45,0.5,6.9,1,49
48.1132075471698,51,42.2,0.5,6.9,1.1,59
101.196056016005,115,43.8,1,6.4,4,220
102.918548156616,238,44.6,2.6,6.6,9.7,602
102.414404115462,202,42.1,2.7,7.7,10.6,485
101.92426407545,167,36.7,1.8,10.1,5.4,295
101.532152043441,139,41.4,1.2,9,3.9,217
101.644184052586,147,42.5,1.3,8.7,4.4,236
101.406116033152,130,47.8,1.4,8.3,5,196
101.588168048014,143,45.5,1.8,8.9,6.8,233
101.588168048014,143,46.1,1.3,8.9,4.8,207
101.490140040011,136,44.9,1.4,9,5,198
101.588168048014,143,42.3,1.4,9.3,5.2,212
102.064304086882,177,45.2,2.4,8.4,10,280
102.358388110889,198,47.8,2.8,7.6,11.1,315
102.386396113175,200,47.2,3.3,7.4,12.9,378
102.260360102887,191,46.9,2.5,7.4,7.8,320
101.952272077736,169,48.2,2.1,6.9,6.3,265
101.070020005716,106,47.9,1.2,7.1,2.8,129
101.056016004573,105,48.7,1.2,6.9,3.3,129
101.406116033152,130,48.2,1.3,6.8,3.1,172
80.8260869565217,82,49.6,1,6.3,2.1,100
33.0188679245283,35,48.1,0.4,6.9,0.8,36
57.3913043478261,60,50.2,0.5,6.4,1.3,79
89.3478260869565,90,50.7,0.7,6.4,1.8,128
102.456416118891,205,48.8,2.1,6.9,7.9,456
102.372392112032,199,44.6,2.5,8.4,9.8,477
101.728208059446,153,37.1,2,10.8,7.4,342
101.868248070877,163,36.2,1.4,11.2,5.3,254
101.714204058302,152,34.4,1.3,11.8,4.8,231
101.630180051443,146,33.1,1.4,11.5,5.6,213
101.630180051443,146,32.6,1.6,10.9,6.6,208
101.462132037725,134,31.7,1.7,11.3,6.7,270
101.882252072021,164,30.9,1.8,11.6,8.4,276
101.560160045727,141,32.2,2.4,11.1,10.3,375
102.442412117748,204,36,2.8,9.7,12.6,395
